"candidate_id","source_file","source_type","matched_terms","candidate_text_excerpt","phone_like_present","email_like_present","url_like_present","postcode_like_present","truth_score_source_4","notes"
"EA-CAND-000001","E:\AAYS_DATA\estate_agents\estate_agent_candidates_from_local_artifacts_003.csv","csv","agent;estate;property;branch;company;firm;contact;phone;website;postcode","candidate_id,source_file,source_type,matched_terms,candidate_text_excerpt,phone_like_present,email_like_present,url_like_present,postcode_like_present,truth_score_source_4,notes EA-CAND-000001,C:\AAYS_GITHUB_BRIDGE_CLEAN2\PLAN_L_OPEN_ITEMS.md,md,firm,# Plan L Open Items Final delivery is accepted by manifest and evidence pack. Confirmed: - rows: 34864 - features: 34864 - rows match features: true - final closure: 100/100 - read-only delivery: preserved Open technical items: - ZIP packaging rema","False","False","True","True","2","local artifact candidate; requires row-level verification before final agent directory"
"EA-CAND-000003","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-data\ty147-england-planned-structures\raw\gov_pipeline.html","html","property;firm;contact;website"," <!DOCTYPE html> <html class=""govuk-template govuk-template--rebranded"" lang=""en"">   <head>     <meta charset=""utf-8"">     <title lang=""en"">UK Infrastructure Pipeline - GOV.UK</title>     <script src=""/assets/frontend/govuk_publishing_components/vendor/lux/lux-measurer-d66192b1b665d415e1874e49a48138b7ae339548aa6cdb8687c7f9933e72b969.js"" async=""async""></script>     <script src=""/assets/frontend/govuk_publishing_components/rum-custom-data-b9e1806d1da2fa8ef1855d01aa71ba5eb0afc010dd2c4de3","False","False","True","True","2","local artifact candidate; requires row-level verification before final agent directory"
"EA-CAND-000004","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-data\ty147-england-planned-structures\raw\nista_portal.html","html","property;firm;website"," <!DOCTYPE html> <html>     <head>         <meta name=""description"" content="""">       <meta property=""twitter:card"" content=""summary_large_image"">       <meta property=""twitter:url"" content=""http://pipeline.internal.nista.grid.civilservice.gov.uk/"">       <meta property=""twitter:title"" content=""Dash"">       <meta property=""twitter:description"" content="""">       <meta property=""twitter:image"" content="""">       <meta property=""og:title"" content=""Dash"">       <meta property=""og:type"" con","True","False","True","False","2","local artifact candidate; requires row-level verification before final agent directory"
"EA-CAND-000017","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-data\ty150-nista-pipeline-deep-discovery\raw\endpoint_297107341.txt","txt","property;firm;website"," <!DOCTYPE html> <html>     <head>         <meta name=""description"" content="""">       <meta property=""twitter:card"" content=""summary_large_image"">       <meta property=""twitter:url"" content=""http://pipeline.internal.nista.grid.civilservice.gov.uk/projects"">       <meta property=""twitter:title"" content=""Dash"">       <meta property=""twitter:description"" content="""">       <meta property=""twitter:image"" content="""">       <meta property=""og:title"" content=""Dash"">       <meta property=""og:t","True","False","True","False","2","local artifact candidate; requires row-level verification before final agent directory"
"EA-CAND-000018","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-data\ty150-nista-pipeline-deep-discovery\raw\gov_pipeline.html","html","property;firm;contact;website"," <!DOCTYPE html> <html class=""govuk-template govuk-template--rebranded"" lang=""en"">   <head>     <meta charset=""utf-8"">     <title lang=""en"">UK Infrastructure Pipeline - GOV.UK</title>     <script src=""/assets/frontend/govuk_publishing_components/vendor/lux/lux-measurer-d66192b1b665d415e1874e49a48138b7ae339548aa6cdb8687c7f9933e72b969.js"" async=""async""></script>     <script src=""/assets/frontend/govuk_publishing_components/rum-custom-data-b9e1806d1da2fa8ef1855d01aa71ba5eb0afc010dd2c4de3","False","False","True","True","2","local artifact candidate; requires row-level verification before final agent directory"
"EA-CAND-000020","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-data\ty150-nista-pipeline-deep-discovery\raw\https___pipeline.nista.grid.civilservice.gov.uk_assets_jqx-all.js_m_1773333865.0.txt","txt","agent;estate;property;firm;contact;phone","/*! For license information please see jqx-all.js.LICENSE.txt */ (()=>{var e={603:(e,t,i)=>{var r,s,n;function o(e){return""function""==typeof Symbol&&""symbol""==typeof Symbol.iterator?d=function(e){return typeof e}:d=function(e){return e&&""function""==typeof Symbol&&e.constructor===Symbol&&e!==Symbol.prototype?""symbol"":typeof e},d(e)}function a(e,t,i){return""undefined""!=typeof Reflect&&Reflect.get?f=Reflect.get:f=function(e,t,i){var r=function(e,t){for(;!Object.prototype.hasOwnProperty.call(e,t)&&","True","False","True","True","2","local artifact candidate; requires row-level verification before final agent directory"
"EA-CAND-000023","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-data\ty150-nista-pipeline-deep-discovery\raw\https___unpkg.com_dash-core-components_2.14.3_dash_core_components_dash_core_components.js.txt","txt","agent;estate;property;firm","/*! For license information please see dash_core_components.js.LICENSE.txt */ !function(){var e,t,n={14296:function(e,t,n){var r;window,e.exports=(r=n(51609),function(e){var t={};function n(r){if(t[r])return t[r].exports;var a=t[r]={i:r,l:!1,exports:{}};return e[r].call(a.exports,a,a.exports,n),a.l=!0,a.exports}return n.m=e,n.c=t,n.d=function(e,t,r){n.o(e,t)||Object.defineProperty(e,t,{enumerable:!0,get:r})},n.r=function(e){""undefined""!=typeof Symbol&&Symbol.toStringTag&&Object.defineProperty(e","True","True","True","True","2","local artifact candidate; requires row-level verification before final agent directory"
"EA-CAND-000025","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-data\ty150-nista-pipeline-deep-discovery\raw\https___unpkg.com_dash-renderer_1.21.1_build_dash_renderer.min.js.txt","txt","estate;property","/*! For license information please see dash_renderer.min.js.LICENSE.txt */ !function(){var t={296:function(t,e,r){var n;window,t.exports=(n=r(609),function(t){var e={};function r(n){if(e[n])return e[n].exports;var o=e[n]={i:n,l:!1,exports:{}};return t[n].call(o.exports,o,o.exports,r),o.l=!0,o.exports}return r.m=t,r.c=e,r.d=function(t,e,n){r.o(t,e)||Object.defineProperty(t,e,{enumerable:!0,get:n})},r.r=function(t){""undefined""!=typeof Symbol&&Symbol.toStringTag&&Object.defineProperty(t,Symbol.toS","False","False","True","True","2","local artifact candidate; requires row-level verification before final agent directory"
"EA-CAND-000028","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-data\ty150-nista-pipeline-deep-discovery\raw\https___unpkg.com_dash_mantine_components_2.1.0_dash_mantine_components_dash_mantine_components.js.txt","txt","agent;estate;property;phone","/*! For license information please see dash_mantine_components.js.LICENSE.txt */ !function(e,n){""object""==typeof exports&&""object""==typeof module?module.exports=n(require(""react""),require(""react-dom"")):""function""==typeof define&&define.amd?define([""react"",""react-dom""],n):""object""==typeof exports?exports.dash_mantine_components=n(require(""react""),require(""react-dom"")):e.dash_mantine_components=n(e.React,e.ReactDOM)}(self,((e,n)=>(()=>{var t,r,a,o,i={155:(e,n,t)=>{""use strict"";t.d(n,{X:()=>p});va","True","False","True","True","2","local artifact candidate; requires row-level verification before final agent directory"
"EA-CAND-000029","C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-data\ty150-nista-pipeline-deep-discovery\raw\https___unpkg.com_react-dom_18.2.0_umd_react-dom.production.min.js.txt","txt","agent;estate;property","/**  * @license React  * react-dom.production.min.js  *  * Copyright (c) Facebook, Inc. and its affiliates.  *  * This source code is licensed under the MIT license found in the  * LICENSE file in the root directory of this source tree.  */ (function(){/*  Modernizr 3.0.0pre (Custom Build) | MIT */ 'use strict';(function(Q,mb){""object""===typeof exports&&""undefined""!==typeof module?mb(exports,require(""react"")):""function""===typeof define&&define.amd?define([""exports"",""react""],mb):(Q=Q|","False","False","True","True","2","local artifact candidate; requires row-level verification before final agent directory"
